IP,Port,Protocol,Status,Service
192.168.1.60,683,TCP,Free,
192.168.1.60,665,TCP,Free,
192.168.1.60,700,TCP,Free,
192.168.1.60,676,TCP,Free,
192.168.1.60,688,TCP,Free,
192.168.1.60,689,TCP,Free,
192.168.1.60,662,TCP,Free,
192.168.1.60,654,TCP,Free,
192.168.1.60,670,TCP,Free,
192.168.1.60,671,TCP,Free,
192.168.1.60,663,TCP,Free,
192.168.1.60,666,TCP,Free,
192.168.1.60,659,TCP,Free,
192.168.1.60,698,TCP,Free,
192.168.1.60,693,TCP,Free,
192.168.1.60,678,TCP,Free,
192.168.1.60,655,TCP,Free,
192.168.1.60,701,TCP,Free,
192.168.1.60,718,TCP,Free,
192.168.1.60,726,TCP,Free,
192.168.1.60,727,TCP,Free,
192.168.1.60,710,TCP,Free,
192.168.1.60,721,TCP,Free,
192.168.1.60,740,TCP,Free,
192.168.1.60,731,TCP,Free,
192.168.1.60,732,TCP,Free,
192.168.1.60,703,TCP,Free,
192.168.1.60,730,TCP,Free,
192.168.1.60,743,TCP,Free,
192.168.1.60,725,TCP,Free,
192.168.1.60,708,TCP,Free,
192.168.1.60,748,TCP,Free,
192.168.1.60,737,TCP,Free,
192.168.1.60,747,TCP,Free,
192.168.1.60,735,TCP,Free,
192.168.1.60,745,TCP,Free,
192.168.1.60,738,TCP,Free,
192.168.1.60,741,TCP,Free,
192.168.1.60,733,TCP,Free,
192.168.1.60,720,TCP,Free,
192.168.1.60,729,TCP,Free,
192.168.1.60,716,TCP,Free,
192.168.1.60,713,TCP,Free,
192.168.1.60,707,TCP,Free,
192.168.1.60,706,TCP,Free,
192.168.1.60,746,TCP,Free,
192.168.1.60,750,TCP,Free,
192.168.1.60,714,TCP,Free,
192.168.1.60,717,TCP,Free,
192.168.1.60,719,TCP,Free,
192.168.1.60,723,TCP,Free,
192.168.1.60,736,TCP,Free,
192.168.1.60,744,TCP,Free,
192.168.1.60,712,TCP,Free,
192.168.1.60,711,TCP,Free,
192.168.1.60,702,TCP,Free,
192.168.1.60,709,TCP,Free,
192.168.1.60,704,TCP,Free,
192.168.1.60,724,TCP,Free,
192.168.1.60,739,TCP,Free,
192.168.1.60,749,TCP,Free,
192.168.1.60,715,TCP,Free,
192.168.1.60,722,TCP,Free,
192.168.1.60,728,TCP,Free,
192.168.1.60,705,TCP,Free,
192.168.1.60,742,TCP,Free,
192.168.1.60,734,TCP,Free,
192.168.1.60,751,TCP,Free,
192.168.1.60,756,TCP,Free,
192.168.1.60,757,TCP,Free,
192.168.1.60,762,TCP,Free,
192.168.1.60,759,TCP,Free,
192.168.1.60,791,TCP,Free,
192.168.1.60,799,TCP,Free,
192.168.1.60,794,TCP,Free,
192.168.1.60,785,TCP,Free,
192.168.1.60,774,TCP,Free,
192.168.1.60,795,TCP,Free,
192.168.1.60,753,TCP,Free,
192.168.1.60,778,TCP,Free,
192.168.1.60,771,TCP,Free,
192.168.1.60,781,TCP,Free,
192.168.1.60,783,TCP,Free,
192.168.1.60,784,TCP,Free,
192.168.1.60,800,TCP,Free,
192.168.1.60,796,TCP,Free,
192.168.1.60,776,TCP,Free,
192.168.1.60,793,TCP,Free,
192.168.1.60,777,TCP,Free,
192.168.1.60,775,TCP,Free,
192.168.1.60,758,TCP,Free,
192.168.1.60,754,TCP,Free,
192.168.1.60,788,TCP,Free,
192.168.1.60,787,TCP,Free,
192.168.1.60,761,TCP,Free,
192.168.1.60,765,TCP,Free,
192.168.1.60,768,TCP,Free,
192.168.1.60,760,TCP,Free,
192.168.1.60,755,TCP,Free,
192.168.1.60,779,TCP,Free,
192.168.1.60,766,TCP,Free,
192.168.1.60,769,TCP,Free,
192.168.1.60,772,TCP,Free,
192.168.1.60,797,TCP,Free,
192.168.1.60,767,TCP,Free,
192.168.1.60,780,TCP,Free,
192.168.1.60,786,TCP,Free,
192.168.1.60,782,TCP,Free,
192.168.1.60,798,TCP,Free,
192.168.1.60,764,TCP,Free,
192.168.1.60,763,TCP,Free,
192.168.1.60,792,TCP,Free,
192.168.1.60,770,TCP,Free,
192.168.1.60,790,TCP,Free,
192.168.1.60,752,TCP,Free,
192.168.1.60,773,TCP,Free,
192.168.1.60,789,TCP,Free,
192.168.1.60,801,TCP,Free,
192.168.1.60,809,TCP,Free,
192.168.1.60,808,TCP,Free,
192.168.1.60,830,TCP,Free,
192.168.1.60,836,TCP,Free,
192.168.1.60,842,TCP,Free,
192.168.1.60,803,TCP,Free,
192.168.1.60,822,TCP,Free,
192.168.1.60,826,TCP,Free,
192.168.1.60,815,TCP,Free,
192.168.1.60,827,TCP,Free,
192.168.1.60,834,TCP,Free,
192.168.1.60,802,TCP,Free,
192.168.1.60,812,TCP,Free,
192.168.1.60,817,TCP,Free,
192.168.1.60,818,TCP,Free,
192.168.1.60,825,TCP,Free,
192.168.1.60,806,TCP,Free,
192.168.1.60,811,TCP,Free,
192.168.1.60,823,TCP,Free,
192.168.1.60,810,TCP,Free,
192.168.1.60,835,TCP,Free,
192.168.1.60,846,TCP,Free,
192.168.1.60,848,TCP,Free,
192.168.1.60,832,TCP,Free,
192.168.1.60,820,TCP,Free,
192.168.1.60,841,TCP,Free,
192.168.1.60,844,TCP,Free,
192.168.1.60,805,TCP,Free,
192.168.1.60,804,TCP,Free,
192.168.1.60,813,TCP,Free,
192.168.1.60,831,TCP,Free,
192.168.1.60,845,TCP,Free,
192.168.1.60,816,TCP,Free,
192.168.1.60,847,TCP,Free,
192.168.1.60,840,TCP,Free,
192.168.1.60,833,TCP,Free,
192.168.1.60,838,TCP,Free,
192.168.1.60,839,TCP,Free,
192.168.1.60,828,TCP,Free,
192.168.1.60,807,TCP,Free,
192.168.1.60,814,TCP,Free,
192.168.1.60,824,TCP,Free,
192.168.1.60,850,TCP,Free,
192.168.1.60,821,TCP,Free,
192.168.1.60,849,TCP,Free,
192.168.1.60,829,TCP,Free,
192.168.1.60,843,TCP,Free,
192.168.1.60,819,TCP,Free,
192.168.1.60,837,TCP,Free,
192.168.1.60,851,TCP,Free,
192.168.1.60,856,TCP,Free,
192.168.1.60,854,TCP,Free,
192.168.1.60,883,TCP,Free,
192.168.1.60,862,TCP,Free,
192.168.1.60,877,TCP,Free,
192.168.1.60,858,TCP,Free,
192.168.1.60,876,TCP,Free,
192.168.1.60,861,TCP,Free,
192.168.1.60,867,TCP,Free,
192.168.1.60,860,TCP,Free,
192.168.1.60,890,TCP,Free,
192.168.1.60,865,TCP,Free,
192.168.1.60,875,TCP,Free,
192.168.1.60,853,TCP,Free,
192.168.1.60,855,TCP,Free,
192.168.1.60,874,TCP,Free,
192.168.1.60,857,TCP,Free,
192.168.1.60,863,TCP,Free,
192.168.1.60,871,TCP,Free,
192.168.1.60,878,TCP,Free,
192.168.1.60,882,TCP,Free,
192.168.1.60,897,TCP,Free,
192.168.1.60,881,TCP,Free,
192.168.1.60,873,TCP,Free,
192.168.1.60,888,TCP,Free,
192.168.1.60,868,TCP,Free,
192.168.1.60,898,TCP,Free,
192.168.1.60,891,TCP,Free,
192.168.1.60,896,TCP,Free,
192.168.1.60,893,TCP,Free,
192.168.1.60,889,TCP,Free,
192.168.1.60,872,TCP,Free,
192.168.1.60,895,TCP,Free,
192.168.1.60,885,TCP,Free,
192.168.1.60,894,TCP,Free,
192.168.1.60,884,TCP,Free,
192.168.1.60,869,TCP,Free,
192.168.1.60,870,TCP,Free,
192.168.1.60,879,TCP,Free,
192.168.1.60,866,TCP,Free,
192.168.1.60,892,TCP,Free,
192.168.1.60,900,TCP,Free,
192.168.1.60,852,TCP,Free,
192.168.1.60,886,TCP,Free,
192.168.1.60,880,TCP,Free,
192.168.1.60,864,TCP,Free,
192.168.1.60,887,TCP,Free,
192.168.1.60,859,TCP,Free,
192.168.1.60,899,TCP,Free,
192.168.1.60,901,TCP,Free,
192.168.1.60,902,TCP,Free,
192.168.1.60,905,TCP,Free,
192.168.1.60,920,TCP,Free,
192.168.1.60,914,TCP,Free,
192.168.1.60,946,TCP,Free,
192.168.1.60,944,TCP,Free,
192.168.1.60,915,TCP,Free,
192.168.1.60,937,TCP,Free,
192.168.1.60,927,TCP,Free,
192.168.1.60,930,TCP,Free,
192.168.1.60,924,TCP,Free,
192.168.1.60,923,TCP,Free,
192.168.1.60,918,TCP,Free,
192.168.1.60,904,TCP,Free,
192.168.1.60,940,TCP,Free,
192.168.1.60,909,TCP,Free,
192.168.1.60,945,TCP,Free,
192.168.1.60,934,TCP,Free,
192.168.1.60,926,TCP,Free,
192.168.1.60,941,TCP,Free,
192.168.1.60,911,TCP,Free,
192.168.1.60,910,TCP,Free,
192.168.1.60,933,TCP,Free,
192.168.1.60,947,TCP,Free,
192.168.1.60,919,TCP,Free,
192.168.1.60,938,TCP,Free,
192.168.1.60,931,TCP,Free,
192.168.1.60,950,TCP,Free,
192.168.1.60,936,TCP,Free,
192.168.1.60,949,TCP,Free,
192.168.1.60,942,TCP,Free,
192.168.1.60,943,TCP,Free,
192.168.1.60,917,TCP,Free,
192.168.1.60,925,TCP,Free,
192.168.1.60,928,TCP,Free,
192.168.1.60,907,TCP,Free,
192.168.1.60,939,TCP,Free,
192.168.1.60,929,TCP,Free,
192.168.1.60,912,TCP,Free,
192.168.1.60,908,TCP,Free,
192.168.1.60,935,TCP,Free,
192.168.1.60,903,TCP,Free,
192.168.1.60,922,TCP,Free,
192.168.1.60,921,TCP,Free,
192.168.1.60,913,TCP,Free,
192.168.1.60,916,TCP,Free,
192.168.1.60,932,TCP,Free,
192.168.1.60,906,TCP,Free,
192.168.1.60,948,TCP,Free,
192.168.1.60,951,TCP,Free,
192.168.1.60,952,TCP,Free,
192.168.1.60,957,TCP,Free,
192.168.1.60,959,TCP,Free,
192.168.1.60,962,TCP,Free,
192.168.1.60,973,TCP,Free,
192.168.1.60,979,TCP,Free,
192.168.1.60,971,TCP,Free,
192.168.1.60,961,TCP,Free,
192.168.1.60,963,TCP,Free,
192.168.1.60,976,TCP,Free,
192.168.1.60,953,TCP,Free,
192.168.1.60,981,TCP,Free,
192.168.1.60,994,TCP,Free,
192.168.1.60,989,TCP,Free,
192.168.1.60,982,TCP,Free,
192.168.1.60,960,TCP,Free,
192.168.1.60,993,TCP,Free,
192.168.1.60,969,TCP,Free,
192.168.1.60,988,TCP,Free,
192.168.1.60,970,TCP,Free,
192.168.1.60,1000,TCP,Free,
192.168.1.60,964,TCP,Free,
192.168.1.60,966,TCP,Free,
192.168.1.60,985,TCP,Free,
192.168.1.60,958,TCP,Free,
192.168.1.60,983,TCP,Free,
192.168.1.60,965,TCP,Free,
192.168.1.60,991,TCP,Free,
192.168.1.60,996,TCP,Free,
192.168.1.60,977,TCP,Free,
192.168.1.60,984,TCP,Free,
192.168.1.60,955,TCP,Free,
192.168.1.60,995,TCP,Free,
192.168.1.60,956,TCP,Free,
192.168.1.60,954,TCP,Free,
192.168.1.60,968,TCP,Free,
192.168.1.60,999,TCP,Free,
192.168.1.60,978,TCP,Free,
192.168.1.60,980,TCP,Free,
192.168.1.60,974,TCP,Free,
192.168.1.60,998,TCP,Free,
192.168.1.60,975,TCP,Free,
192.168.1.60,967,TCP,Free,
192.168.1.60,997,TCP,Free,
192.168.1.60,986,TCP,Free,
192.168.1.60,990,TCP,Free,
192.168.1.60,992,TCP,Free,
192.168.1.60,987,TCP,Free,
192.168.1.60,972,TCP,Free,
192.168.1.60,1001,TCP,Free,
192.168.1.60,1002,TCP,Free,
192.168.1.60,1016,TCP,Free,
192.168.1.60,1009,TCP,Free,
192.168.1.60,1017,TCP,Free,
192.168.1.60,1006,TCP,Free,
192.168.1.60,1012,TCP,Free,
192.168.1.60,1005,TCP,Free,
192.168.1.60,1021,TCP,Free,
192.168.1.60,1018,TCP,Free,
192.168.1.60,1019,TCP,Free,
192.168.1.60,1023,TCP,Free,
192.168.1.60,1020,TCP,Free,
192.168.1.60,1010,TCP,Free,
192.168.1.60,1022,TCP,Free,
192.168.1.60,1014,TCP,Free,
192.168.1.60,1007,TCP,Free,
192.168.1.60,1024,TCP,Free,
192.168.1.60,1015,TCP,Free,
192.168.1.60,1004,TCP,Free,
192.168.1.60,1013,TCP,Free,
192.168.1.60,1003,TCP,Free,
192.168.1.60,1011,TCP,Free,
192.168.1.60,1008,TCP,Free,
192.168.1.60,4,UDP,Free,
192.168.1.60,24,UDP,Free,
192.168.1.60,1,UDP,Free,
192.168.1.60,18,UDP,Free,
192.168.1.60,22,UDP,Free,
192.168.1.60,8,UDP,Free,
192.168.1.60,6,UDP,Free,
192.168.1.60,10,UDP,Free,
192.168.1.60,25,UDP,Free,
192.168.1.60,12,UDP,Free,
192.168.1.60,16,UDP,Free,
192.168.1.60,23,UDP,Free,
192.168.1.60,26,UDP,Free,
192.168.1.60,9,UDP,Free,
192.168.1.60,5,UDP,Free,
192.168.1.60,3,UDP,Free,
192.168.1.60,7,UDP,Free,
192.168.1.60,14,UDP,Free,
192.168.1.60,20,UDP,Free,
192.168.1.60,2,UDP,Free,
192.168.1.60,17,UDP,Free,
192.168.1.60,11,UDP,Free,
192.168.1.60,19,UDP,Free,
192.168.1.60,21,UDP,Free,
192.168.1.60,13,UDP,Free,
192.168.1.60,15,UDP,Free,
192.168.1.60,27,UDP,Free,
192.168.1.60,28,UDP,Free,
192.168.1.60,42,UDP,Free,
192.168.1.60,37,UDP,Free,
192.168.1.60,70,UDP,Free,
192.168.1.60,69,UDP,Free,
192.168.1.60,61,UDP,Free,
192.168.1.60,57,UDP,Free,
192.168.1.60,33,UDP,Free,
192.168.1.60,63,UDP,Free,
192.168.1.60,66,UDP,Free,
192.168.1.60,31,UDP,Free,
192.168.1.60,64,UDP,Free,
192.168.1.60,58,UDP,Free,
192.168.1.60,43,UDP,Free,
192.168.1.60,56,UDP,Free,
192.168.1.60,49,UDP,Free,
192.168.1.60,55,UDP,Free,
192.168.1.60,76,UDP,Free,
192.168.1.60,47,UDP,Free,
192.168.1.60,73,UDP,Free,
192.168.1.60,34,UDP,Free,
192.168.1.60,29,UDP,Free,
192.168.1.60,30,UDP,Free,
192.168.1.60,62,UDP,Free,
192.168.1.60,65,UDP,Free,
192.168.1.60,53,UDP,Free,
192.168.1.60,41,UDP,Free,
192.168.1.60,54,UDP,Free,
192.168.1.60,50,UDP,Free,
192.168.1.60,59,UDP,Free,
192.168.1.60,48,UDP,Free,
192.168.1.60,75,UDP,Free,
192.168.1.60,36,UDP,Free,
192.168.1.60,38,UDP,Free,
192.168.1.60,72,UDP,Free,
192.168.1.60,71,UDP,Free,
192.168.1.60,35,UDP,Free,
192.168.1.60,67,UDP,Free,
192.168.1.60,40,UDP,Free,
192.168.1.60,68,UDP,Free,
192.168.1.60,60,UDP,Free,
192.168.1.60,51,UDP,Free,
192.168.1.60,46,UDP,Free,
192.168.1.60,32,UDP,Free,
192.168.1.60,44,UDP,Free,
192.168.1.60,74,UDP,Free,
192.168.1.60,45,UDP,Free,
192.168.1.60,39,UDP,Free,
192.168.1.60,52,UDP,Free,
192.168.1.60,77,UDP,Free,
192.168.1.60,78,UDP,Free,
192.168.1.60,105,UDP,Free,
192.168.1.60,103,UDP,Free,
192.168.1.60,85,UDP,Free,
192.168.1.60,91,UDP,Free,
192.168.1.60,99,UDP,Free,
192.168.1.60,97,UDP,Free,
192.168.1.60,81,UDP,Free,
192.168.1.60,113,UDP,Free,
192.168.1.60,117,UDP,Free,
192.168.1.60,115,UDP,Free,
192.168.1.60,119,UDP,Free,
192.168.1.60,87,UDP,Free,
192.168.1.60,125,UDP,Free,
192.168.1.60,98,UDP,Free,
192.168.1.60,114,UDP,Free,
192.168.1.60,118,UDP,Free,
192.168.1.60,92,UDP,Free,
192.168.1.60,96,UDP,Free,
192.168.1.60,90,UDP,Free,
192.168.1.60,101,UDP,Free,
192.168.1.60,79,UDP,Free,
192.168.1.60,82,UDP,Free,
192.168.1.60,83,UDP,Free,
192.168.1.60,110,UDP,Free,
192.168.1.60,86,UDP,Free,
192.168.1.60,111,UDP,Free,
192.168.1.60,89,UDP,Free,
192.168.1.60,94,UDP,Free,
192.168.1.60,102,UDP,Free,
192.168.1.60,80,UDP,Free,
192.168.1.60,121,UDP,Free,
192.168.1.60,88,UDP,Free,
192.168.1.60,108,UDP,Free,
192.168.1.60,109,UDP,Free,
192.168.1.60,112,UDP,Free,
192.168.1.60,122,UDP,Free,
192.168.1.60,124,UDP,Free,
192.168.1.60,100,UDP,Free,
192.168.1.60,84,UDP,Free,
192.168.1.60,93,UDP,Free,
192.168.1.60,95,UDP,Free,
192.168.1.60,120,UDP,Free,
192.168.1.60,104,UDP,Free,
192.168.1.60,123,UDP,Free,
192.168.1.60,126,UDP,Free,
192.168.1.60,107,UDP,Free,
192.168.1.60,116,UDP,Free,
192.168.1.60,106,UDP,Free,
192.168.1.60,127,UDP,Free,
192.168.1.60,128,UDP,Free,
192.168.1.60,144,UDP,Free,
192.168.1.60,141,UDP,Free,
192.168.1.60,152,UDP,Free,
192.168.1.60,150,UDP,Free,
192.168.1.60,160,UDP,Free,
192.168.1.60,163,UDP,Free,
192.168.1.60,135,UDP,Free,
192.168.1.60,142,UDP,Free,
192.168.1.60,158,UDP,Free,
192.168.1.60,156,UDP,Free,
192.168.1.60,154,UDP,Free,
192.168.1.60,161,UDP,Free,
192.168.1.60,171,UDP,Free,
192.168.1.60,155,UDP,Free,
192.168.1.60,170,UDP,Free,
192.168.1.60,147,UDP,Free,
192.168.1.60,166,UDP,Free,
192.168.1.60,164,UDP,Free,
192.168.1.60,167,UDP,Free,
192.168.1.60,143,UDP,Free,
192.168.1.60,132,UDP,Free,
192.168.1.60,140,UDP,Free,
192.168.1.60,130,UDP,Free,
192.168.1.60,139,UDP,Free,
192.168.1.60,146,UDP,Free,
192.168.1.60,134,UDP,Free,
192.168.1.60,162,UDP,Free,
192.168.1.60,133,UDP,Free,
192.168.1.60,169,UDP,Free,
192.168.1.60,149,UDP,Free,
192.168.1.60,172,UDP,Free,
192.168.1.60,175,UDP,Free,
192.168.1.60,159,UDP,Free,
192.168.1.60,148,UDP,Free,
192.168.1.60,136,UDP,Free,
192.168.1.60,131,UDP,Free,
192.168.1.60,129,UDP,Free,
192.168.1.60,137,UDP,Free,
192.168.1.60,151,UDP,Free,
192.168.1.60,138,UDP,Free,
192.168.1.60,157,UDP,Free,
192.168.1.60,168,UDP,Free,
192.168.1.60,173,UDP,Free,
192.168.1.60,176,UDP,Free,
192.168.1.60,165,UDP,Free,
192.168.1.60,153,UDP,Free,
192.168.1.60,145,UDP,Free,
192.168.1.60,174,UDP,Free,
192.168.1.60,177,UDP,Free,
192.168.1.60,178,UDP,Free,
192.168.1.60,214,UDP,Free,
192.168.1.60,189,UDP,Free,
192.168.1.60,205,UDP,Free,
192.168.1.60,204,UDP,Free,
192.168.1.60,201,UDP,Free,
192.168.1.60,212,UDP,Free,
192.168.1.60,180,UDP,Free,
192.168.1.60,207,UDP,Free,
192.168.1.60,194,UDP,Free,
192.168.1.60,208,UDP,Free,
192.168.1.60,202,UDP,Free,
192.168.1.60,191,UDP,Free,
192.168.1.60,209,UDP,Free,
192.168.1.60,210,UDP,Free,
192.168.1.60,188,UDP,Free,
192.168.1.60,185,UDP,Free,
192.168.1.60,198,UDP,Free,
192.168.1.60,199,UDP,Free,
192.168.1.60,197,UDP,Free,
192.168.1.60,195,UDP,Free,
192.168.1.60,193,UDP,Free,
192.168.1.60,184,UDP,Free,
192.168.1.60,192,UDP,Free,
192.168.1.60,206,UDP,Free,
192.168.1.60,179,UDP,Free,
192.168.1.60,200,UDP,Free,
192.168.1.60,182,UDP,Free,
192.168.1.60,190,UDP,Free,
192.168.1.60,187,UDP,Free,
192.168.1.60,196,UDP,Free,
192.168.1.60,203,UDP,Free,
192.168.1.60,183,UDP,Free,
192.168.1.60,186,UDP,Free,
192.168.1.60,213,UDP,Free,
192.168.1.60,211,UDP,Free,
192.168.1.60,181,UDP,Free,
192.168.1.60,222,UDP,Free,
192.168.1.60,226,UDP,Free,
192.168.1.60,219,UDP,Free,
192.168.1.60,218,UDP,Free,
192.168.1.60,217,UDP,Free,
192.168.1.60,216,UDP,Free,
192.168.1.60,221,UDP,Free,
192.168.1.60,224,UDP,Free,
192.168.1.60,225,UDP,Free,
192.168.1.60,223,UDP,Free,
192.168.1.60,215,UDP,Free,
192.168.1.60,220,UDP,Free,
192.168.1.60,227,UDP,Free,
192.168.1.60,228,UDP,Free,
192.168.1.60,229,UDP,Free,
192.168.1.60,254,UDP,Free,
192.168.1.60,244,UDP,Free,
192.168.1.60,249,UDP,Free,
192.168.1.60,245,UDP,Free,
192.168.1.60,234,UDP,Free,
192.168.1.60,236,UDP,Free,
192.168.1.60,235,UDP,Free,
192.168.1.60,257,UDP,Free,
192.168.1.60,237,UDP,Free,
192.168.1.60,251,UDP,Free,
192.168.1.60,238,UDP,Free,
192.168.1.60,261,UDP,Free,
192.168.1.60,260,UDP,Free,
192.168.1.60,256,UDP,Free,
192.168.1.60,247,UDP,Free,
192.168.1.60,232,UDP,Free,
192.168.1.60,242,UDP,Free,
192.168.1.60,253,UDP,Free,
192.168.1.60,240,UDP,Free,
192.168.1.60,241,UDP,Free,
192.168.1.60,243,UDP,Free,
192.168.1.60,258,UDP,Free,
192.168.1.60,264,UDP,Free,
192.168.1.60,263,UDP,Free,
192.168.1.60,262,UDP,Free,
192.168.1.60,233,UDP,Free,
192.168.1.60,252,UDP,Free,
192.168.1.60,250,UDP,Free,
192.168.1.60,259,UDP,Free,
192.168.1.60,230,UDP,Free,
192.168.1.60,239,UDP,Free,
192.168.1.60,248,UDP,Free,
192.168.1.60,246,UDP,Free,
192.168.1.60,231,UDP,Free,
192.168.1.60,255,UDP,Free,
192.168.1.60,268,UDP,Free,
192.168.1.60,273,UDP,Free,
192.168.1.60,266,UDP,Free,
192.168.1.60,269,UDP,Free,
192.168.1.60,276,UDP,Free,
192.168.1.60,272,UDP,Free,
192.168.1.60,275,UDP,Free,
192.168.1.60,274,UDP,Free,
192.168.1.60,271,UDP,Free,
192.168.1.60,267,UDP,Free,
192.168.1.60,265,UDP,Free,
192.168.1.60,270,UDP,Free,
192.168.1.60,277,UDP,Free,
192.168.1.60,278,UDP,Free,
192.168.1.60,285,UDP,Free,
192.168.1.60,287,UDP,Free,
192.168.1.60,280,UDP,Free,
192.168.1.60,301,UDP,Free,
192.168.1.60,298,UDP,Free,
192.168.1.60,296,UDP,Free,
192.168.1.60,291,UDP,Free,
192.168.1.60,284,UDP,Free,
192.168.1.60,309,UDP,Free,
192.168.1.60,307,UDP,Free,
192.168.1.60,311,UDP,Free,
192.168.1.60,294,UDP,Free,
192.168.1.60,281,UDP,Free,
192.168.1.60,293,UDP,Free,
192.168.1.60,292,UDP,Free,
192.168.1.60,283,UDP,Free,
192.168.1.60,289,UDP,Free,
192.168.1.60,288,UDP,Free,
192.168.1.60,286,UDP,Free,
192.168.1.60,302,UDP,Free,
192.168.1.60,299,UDP,Free,
192.168.1.60,295,UDP,Free,
192.168.1.60,314,UDP,Free,
192.168.1.60,303,UDP,Free,
192.168.1.60,312,UDP,Free,
192.168.1.60,306,UDP,Free,
192.168.1.60,308,UDP,Free,
192.168.1.60,304,UDP,Free,
192.168.1.60,305,UDP,Free,
192.168.1.60,282,UDP,Free,
192.168.1.60,290,UDP,Free,
192.168.1.60,310,UDP,Free,
192.168.1.60,297,UDP,Free,
192.168.1.60,313,UDP,Free,
192.168.1.60,300,UDP,Free,
192.168.1.60,279,UDP,Free,
192.168.1.60,317,UDP,Free,
192.168.1.60,322,UDP,Free,
192.168.1.60,315,UDP,Free,
192.168.1.60,318,UDP,Free,
192.168.1.60,319,UDP,Free,
192.168.1.60,323,UDP,Free,
192.168.1.60,324,UDP,Free,
192.168.1.60,326,UDP,Free,
192.168.1.60,320,UDP,Free,
192.168.1.60,316,UDP,Free,
192.168.1.60,321,UDP,Free,
192.168.1.60,325,UDP,Free,
192.168.1.60,327,UDP,Free,
192.168.1.60,328,UDP,Free,
192.168.1.60,346,UDP,Free,
192.168.1.60,333,UDP,Free,
192.168.1.60,341,UDP,Free,
192.168.1.60,331,UDP,Free,
192.168.1.60,345,UDP,Free,
192.168.1.60,351,UDP,Free,
192.168.1.60,361,UDP,Free,
192.168.1.60,356,UDP,Free,
192.168.1.60,354,UDP,Free,
192.168.1.60,334,UDP,Free,
192.168.1.60,358,UDP,Free,
192.168.1.60,350,UDP,Free,
192.168.1.60,360,UDP,Free,
192.168.1.60,357,UDP,Free,
192.168.1.60,340,UDP,Free,
